"name","company_name_unique","founded_year","founded_date","closed_date","acquired_date","acquired_by_company_name_unique","employees","domain","total_funding_usd","annual_revenue","hq_region","status","ipo_date","independence","stock_symbol_1","stock_symbol_2","competitor_1","competitor_2","competitor_3","competitor_4","competitor_5","competitor_6","competitor_7","competitor_8","competitor_9","competitor_10","notes"
"Stylus","kantarmedia",2010,"2010",NA,NA,NA,"429","kantarmedia.com","$ -","$151.7M","London, England","Private",NA,"Subsidiary of Kantar Group",NA,NA,"MediaRadar","Red Books","Publicis Events","Vidiro Analytics","iQ Media","Stone House Systems","Winmo","PRIME Research International",NA,NA,NA
"Cision","stylus",2009,"2009",NA,NA,NA,"59","stylus.com","$ -","$38.9M","London, England","Private",NA,"Y",NA,NA,"WGSN","Fashion Snoops","Mintel","Trend Hunter","Iconoculture","WARC","Euromonitor International","The Future Laboratory",NA,NA,NA
"WGSN","cision",1867,"1867",NA,NA,NA,"4000","cision.com","$ -","$683.6M","Chicago, Illinois","Private",NA,"Y","NYSE CISN",NA,"Meltwater","Zignal Labs","TrendKite","Synthesio","Brandwatch","NetBase","Talkwalker","Crimson Hexagon",NA,NA,NA
"Mintel","wgsn",1998,"1998",NA,NA,NA,"269","wgsn.com","$ -","$13.4M","New York, New York","Private",NA,"Subsidiary of EMAP",NA,NA,"Fashion Snoops","Stylus","The Future Laboratory","First Insight","WARC","Trend Hunter","Iconoculture","Mintel",NA,NA,NA
"SproutLoud","mintel",1972,"1972",NA,NA,NA,"456","mintel.com","$ -","$68.2M","London, England","Private",NA,"Y",NA,NA,"Euromonitor International","NPD","IRI","Kantar","ASIS Research Group","GlobalData","Datamonitor","Innova Database",NA,NA,NA
"Solera Holdings","sproutloud",2005,"2005",NA,NA,NA,"183","sproutloud.com","$ -","$31.1M","Sunrise, Florida","Private",NA,"Y",NA,NA,"Zift Solutions","Impartner","Revenew","Netsertive","Entomo","Pica9","AdMall","BrandMuscle",NA,NA,NA
"UnityWorks","solera",2005,"2005",NA,NA,NA,"5500","solera.com","$ -","$1.1B","Westlake, Texas","Private",NA,"Y",NA,NA,"Jato","ALLDATA","Mitchell 1","Motor Information System","Motologic","Winworks",NA,NA,NA,NA,NA
"PMAM","unityworks",2001,"2001",NA,NA,NA,"133","unityworks.us","$ -","$ < 1M","Minneapolis, Minnesota","Private",NA,"Subsidiary of Autodata Solutions, Inc",NA,NA,"SpotX","Jato","YuMe","Liquidus","StickyADS.tv","Flick Fusion","Dealer.com",NA,NA,NA,NA
"SugarCRM","pmam",1999,"1999",NA,NA,NA,"250","pmam.com","$ -","$75.5M","Dallas, Texas","Private",NA,"Y",NA,NA,"SugarCRM","Talisma","SplendidCRM Software","Zoho","Kreato CRM","Oracle","Kayako","Insightly",NA,NA,NA
"Zoho","sugarcrm",2004,"2004",NA,NA,NA,"437","sugarcrm.com","$ -","$96.8M","Cupertino, California","Private",NA,"Y",NA,NA,"Insightly","Zoho","Pipedrive","Desk","Maximizer","Inventive Smi","Salesboom","Kayako",NA,NA,NA
"Insightly","zohocorp",1996,"1996",NA,NA,NA,"7500","zohocorp.com","$ -","$310M","Pleasanton, California","Private",NA,"Y",NA,NA,"SugarCRM","Pipedrive","Insightly","Desk","HappyFox","Kayako","Salesboom","Inventive Smi",NA,NA,NA
"Tenmiles","tenmiles",NA,NA,NA,NA,NA,"68","tenmiles.com","$ -","$5.4M",NA,"Private",NA,"Y",NA,NA,"Akee Technologies","Kripya","Jeganee Technologies","Akeetechnologies","Essh Apps Technologies","InfrasoftTech","Aptara","Datamatics",NA,NA,NA
"Crmngle","crmngle",NA,NA,NA,NA,NA,"171","crmngle.com","$ -","$35.8M","Hackettstown, New Jersey","Private",NA,"Y",NA,NA,"SugarCRM","Zoho","Insightly","Pipedrive","Kreato CRM","Desk","Maximizer","Kayako",NA,NA,NA
"Pipedrive","pipedrive",2010,"2010",NA,NA,NA,"353","pipedrive.com","$79.4M","$12M","New York, New York","Private",NA,"Y",NA,NA,"Salesboom","SalesLoft","Shore","Outreach","Velocify","InsideSales","ToutApp",NA,NA,NA,NA
"Xiaoshouyi","xiaoshouyi",2011,"2011",NA,NA,NA,"78","xiaoshouyi.com","$55M","$1.7M","Chaoyang, Beijing Municipality","Private",NA,"Y",NA,NA,"Kreato CRM","Insightly","BeetleRim","Inventive Smi","PMAM","SugarCRM","SalesTactix","Zoho",NA,NA,NA
"Rusada","rusada",1987,"1987",NA,NA,NA,"31","rusada.com","$ -","$20.9M","Vevey, Vaud","Private",NA,"Y",NA,NA,"Airline Software","Presagis","Mxi Technologies","Amadeus It Group","IBS Software Services","Tavisca","Camp Systems","Trax",NA,NA,NA
"IFS AB","ifsworld",1983,"1983",NA,NA,NA,"3500","ifsworld.com","$ -","$511.1M","Linkoping, Östergötlands län","Public","2004-11-03","Subsidiary of EQT Holdings AB",NA,NA,"Databasics","Selectbs","Coresystems","FieldAware","Astea International","ClickSoftware","ServiceTitan","WennSoft",NA,NA,NA
"Mxi Technologies","mxi",1996,"1996",NA,NA,NA,"149","mxi.com","$ -","$15M","Ottawa, Ontario","Private",NA,"Subsidiary of IFS AB",NA,NA,"Airline Software","Rusada","Presagis","Amadeus It Group","IBS Software Services","Tavisca","Camp Systems","Traxxall",NA,NA,NA
"Kenandy","kenandy",2010,"2010",NA,NA,NA,"116","kenandy.com","$55M","$6.9M","Redwood, CityCalifornia","Private",NA,"Subsidiary of Rootstock Software",NA,NA,"Ascent ERP","Global Shop Solutions","Epicor","Acumatica","Shoptech","Infor","NetSuite","FinancialForce",NA,NA,NA
"Brightpearl","brightpearl",2007,"2007",NA,NA,NA,"94","brightpearl.com","$49M","$8.2M","Bristol, England","Private",NA,"Y",NA,NA,"Stitch Labs","TradeGecko","Volo Commerce","Ordoro","Sellbrite","Vinculum Solutions","RetailOps","SAP",NA,NA,NA
"The New York Times","newyorktimes",1851,"1851-09-18",NA,NA,NA,"3,790","www.nytimes.com","$250M","$1.7B","New York, New York","Public","1978-01-13","Y","NYSE","NYT","News Corp","Time Inc.","THE WALL STREET JOURNAL","FORTUNE","The Washington Post","Bloomberg","GANNETT","HEARST",NA,NA,NA
"News Corp","newscorporation",1979,NA,NA,NA,NA,"28,000","newscorp.com","$12.5M","$8.4B","New York, New York","Public","2013-06-28","Y","NASDAQ","NWSA","McGRAW HILL FINANCIAL","SUNGARD","Valassis","ITN","The Walt Disney Company","CBS CORPORATION","Colors","CUMULUS",NA,NA,NA
"Time Inc.","time",1922,"1922-11-28",NA,"2018-02-26","electra-partners","7,450","www.ti-media.com",NA,"$2.9B","New York, New York","Public","2014-05-30","Epiris","NYSE","TIME","The New York Times","News Corp","GANNETT","HEARST","COX Media","McCLATCHY","SCRIPPS","ACBJ",NA,NA,"Changed name to ""TI Media"""
"THE WALL STREET JOURNAL","wall-street-journal",1889,"1889-07-08",NA,NA,NA,"2,200","wsj.com",NA,"$420.5M","New York, New York","Private",NA,"Dow Jones & Company",NA,NA,"The New York Times","FINANCIAL TIMES","Forbes","USA TODAY","The Economist","The Guardian","FORTUNE","The Economist Group",NA,NA,NA
"FORTUNE","fortune-magazine",1930,NA,NA,NA,NA,"7,500","fortune.com",NA,"$1.1B","New York, New York","Product/Brand/Service",NA,"Time Inc",NA,NA,"THE WALL STREET JOURNAL","FAST COMPANY","Harvard Business Review","Entrepreneur","Bloomberg","The New York Times","Forbes","BUSINESS INSIDER",NA,NA,NA
"The Washington Post","washington-post",1877,"1877-01-01",NA,NA,NA,"1,339","washingtonpost.com",NA,"$709M","Washington, District of Columbia","Private",NA,"Graham Holdings Company",NA,NA,"The Guardian","Tribune Publishing","The New York Times","Time Inc.","The Telegraph","News Corp","POLITICO","THE WALL STREET JOURNAL",NA,NA,NA
"Bloomberg","bloomberg",1981,"1981-01-01",NA,NA,NA,"19,000","bloomberg.com","$75M","$9.4B","New York, New York","Private",NA,"Y",NA,NA,"THOMSON REUTERS","PitchBook","DOW JONES","Mergermarket","Preqin","Tradeweb","RELX Group","S&P Global",NA,NA,NA
"GANNETT","gannett",1906,NA,NA,NA,NA,"15,300","gannett.com",NA,"$3.1B","McLean, Virginia","Public","1978-01-13","Y","NYSE","GCI","HEARST","Meredith","COX Media","McCLATCHY","ACBJ","SCRIPPS","AOL","Time Inc.",NA,NA,NA
"HEARST","hearstcorporation",1887,"1887-03-04",NA,NA,NA,"20,000","hearst.com",NA,"$10.8B","New York, New York","Private",NA,"Y",NA,NA,"Meredith","Time Inc.","GANNETT","ENGAGED MEDIA, INC.","BMJ","BBC","The New York Times","McCLATCHY",NA,NA,NA
"McGRAW HILL FINANCIAL","mcgraw-hill-financial",1888,NA,NA,NA,NA,"20,400","www.spglobal.com",NA,"$6.1B","New York, New York","Public",NA,"Y","NYSE","MHFI","THOMSON REUTERS","MOODY'S","Fitch Ratings","Bloomberg","Lex Machina","S&P Global","UZABASE","LexisNexis",NA,NA,"Changed name to ""S&P Global"""
"SUNGARD","sungard",1982,NA,NA,"2015-08-12","fis","11,731","sungard.com","$316M","$2.7B","Wayne, Pennsylvania","Private",NA,"Fidelity National Information Services, Inc.",NA,NA,"Broadridge","SS&C","SS&C ADVENT","Fidessa","CALYPSO","MUREX","MISYS","OpenLink",NA,NA,NA
"Valassis","valassis",1970,NA,NA,"2013-12-18","harland-clarke-holdings","3,000","valassis.com",NA,"$2.4B","Livonia, Michigan","Private",NA,"Harland Clarke Corp.","NYSE","VCI","NEWS AMERICA MARKETING","Insignia","News Corp","Orlando Sentinel","Invisipon","Inmar","Mspark","REVTRAX",NA,NA,NA
"ITN","itn-2",1954,NA,NA,NA,NA,"97","itn.co.uk",NA,"$9.6M","London, England","Private",NA,"Y",NA,NA,"News Corp","Sky","Channel 4","BBC","WAZEE DIGITAL","ITV","BT","Channel 5",NA,NA,NA
"The Walt Disney Company","the-walt-disney-company",1923,"1923-10-16",NA,NA,NA,"199,000","thewaltdisneycompany.com",NA,"$57.5B","Lake Buena Vista, Florida","Public","1978-01-13","Y","NYSE","DIS","Viacom","News Corp","COMCAST","CBS CORPORATION","Discovery Communications","NBCUniversal","Sony Pictures","UNIVERSAL",NA,NA,NA
"CBS CORPORATION","cbs-corporation",1928,NA,NA,NA,NA,"12,700","cbscorporation.com",NA,"$14.3B","New York, New York","Public","2005-12-16","Y","NYSE","CBS","News Corp","CUMULUS","COMCAST SPOTLIGHT","NBC","FOX","WARNER BROS.","Townsquare","Entercom",NA,NA,NA
"CUMULUS","cumulus-media-partners",1997,NA,NA,NA,NA,"3,515","cumulus.com","$106.4M","$1.1B","Atlanta, Georgia","Public","2017-11-22","Y","OTCPINK","CMIA","Entercom","Townsquare","iHeartMEDIAINC","iHeartRADIO","Pandora","HGST","TUNEIN","LIVE365",NA,NA,NA
"COX Media","cox-media",1981,NA,NA,NA,NA,"1,067","coxmedia.com",NA,"$109.5M","Brookhaven, Georgia","Private",NA,"Cox Enterprises, Inc.",NA,NA,"CBS RADIO","Emmis","RADIO ONE","GANNETT","SiriusXM","Entercom","A.H. BELO CORPORATION","Pandora",NA,NA,NA
"McCLATCHY","the-mcclatchy-company",1857,NA,NA,NA,NA,"3,900","mcclatchy.com",NA,"$835.4M","Sacramento, California","Public","1998-02-12","Y","NYSE","MNI","GANNETT","SCRIPPS","LEE ENTERPRISES","HEARST","Meredith","COX Media","ACBJ","AOL",NA,NA,NA
"SCRIPPS","e-w-scripps",1878,NA,NA,NA,NA,"4,100","scripps.com",NA,"$29.7M","Cincinnati, Ohio","Public","1996-11-22","Y","NASDAQ","SSP","GANNETT","McCLATCHY","LEE ENTERPRISES","The New York Times","HEARST","Time Inc.","Meredith","COX Media",NA,NA,NA
"ACBJ","american-city-business-journals",1985,NA,NA,NA,NA,"2,056","acbj.com",NA,"$80M","Charlotte, North Carolina","Private",NA,"Advance Publications",NA,NA,"DOW JONES","CRAIN","THE WALL STREET JOURNAL","ACCESS INTELLIGENCE","BUSINESS INSIDER","LinkedIn","THOMSON REUTERS","Bloomberg",NA,NA,NA
"FINANCIAL TIMES","financial-times",1888,NA,NA,"2015-07-23","nikkei","2,208","ft.com",NA,"$796.3M","London, England","Private",NA,"Nikkei, Inc.",NA,NA,"THE WALL STREET JOURNAL","The Economist Group","The Economist","The New York Times","Forbes","USA TODAY","The Guardian","The Washington Post",NA,NA,NA
"Forbes","forbes",1917,NA,NA,NA,NA,"2,950","forbes.com",NA,"$150M","Jersey City, New Jersey","Private",NA,"Y",NA,NA,"THE WALL STREET JOURNAL","The New York Times","FINANCIAL TIMES","FORTUNE","The Economist Group","Entrepreneur","TIME","Inc.",NA,NA,NA
"USA TODAY","usa-today",1982,NA,NA,NA,NA,"1,525","usatoday.com",NA,"$390M","McLean, Virginia","Private",NA,"Ganett",NA,NA,"Tribune Publishing","THE WALL STREET JOURNAL","The New York Times","The Guardian","FINANCIAL TIMES","Time Inc.","Forbes","The Economist",NA,NA,NA
"The Economist","ideas-people-media",1843,"1843-09-01",NA,NA,NA,"1,747","economist.com",NA,"$678.8M","London, England","Private",NA,"Y",NA,NA,"THE WALL STREET JOURNAL","FINANCIAL TIMES","The New York Times","Forbes","The Economist Group","USA TODAY","The Guardian","Time Inc.",NA,NA,NA
"The Guardian","the-guardian",1821,"1821-01-01",NA,NA,NA,"10,551","theguardian.com","$3M","$255M","London, England","Private",NA,"Y",NA,NA,"The Telegraph","INDEPENDENT","News UK","FOR SALE BY OWNER","Sun Life Financial","The Economist Group","STANDARD Digital","The New York Times",NA,NA,NA
"The Economist Group","the-economist-group",1843,NA,NA,NA,NA,"1,535","economistgroup.com","$447.1M","$493.8M","London, England","Private",NA,"Y",NA,NA,"The New York Times","FINANCIAL TIMES","Forbes","THE WALL STREET JOURNAL","Time Inc.","USN","News Corp","The Telegraph",NA,NA,NA
"FAST COMPANY","fast-company",1995,NA,NA,NA,NA,"387","fastcompany.com",NA,"$21.9M","New York, New York","Private",NA,"Mansueto Ventures",NA,NA,"WIRED","Entrepreneur","BuzzFeed","NationSwell","CARPLACE","FORTUNE","Harvard Business Review","GIGAOM",NA,NA,NA
"Harvard Business Review","harvard-business-review",1922,NA,NA,NA,NA,"240","hbr.org",NA,"$16.1M","Boston, Massachusetts","NGO/NPO/NFP/Organization/Association",NA,"Harvard University",NA,NA,"THE WALL STREET JOURNAL","FORTUNE","FAST COMPANY","The New York Times","ABA","IW","FINANCIAL TIMES","Forbes",NA,NA,NA
"Entrepreneur","entrepreneur-com",1973,NA,NA,NA,NA,"93","entrepreneur.com",NA,"$45.9M","Irvine, California","Private",NA,"Y",NA,NA,"Small Business TRENDS","Southern California Firewoord","Psychicleo","California Dental Institute","Superior Storage Tanks","Marklet","Judy Neal","EljayTunes",NA,NA,NA
"BUSINESS INSIDER","business-insider",2007,"2007-05-01",NA,"2015-09-29","axel-springer","285","businessinsider.com","$55.6M","$18.1M","New York, New York","Private",NA,"US Business Funding",NA,NA,"Mashable","TC","VentureBeat","BuzzFeed","TNW","FORTUNE","Entrepreneur","THE BUSINESS JOURNAL",NA,NA,NA
"Tribune Publishing","the-tribune-company",1847,"1847-06-10",NA,NA,NA,"7,595","tribpub.com","$70.5M","$1.5M","Chicago, Illinois","Public","2014-07-25","Gannett Co., Inc.","NASDAQ","TRNC","The Guardian","Time Inc.","The New York Times","AOL","News Corp","COX Media","McCLATCHY","HEARST",NA,NA,"Changed name to ""Tronc"""
"The Telegraph","telegraph-media-group",1948,NA,NA,NA,NA,"1,800","telegraph.co.uk",NA,"$471.4M","London, England","Private",NA,"Y",NA,NA,"The Guardian","INDEPENDENT","News UK","STANDARD Digital","The Economist Group","The New York Times","FOR SALE BY OWNER","News Corp",NA,NA,NA
"POLITICO","politico",2010,NA,NA,NA,NA,"498","politico.com",NA,"$47.5M","Arlington, Virginia","Private",NA,"Y",NA,NA,"The Fiscal Times","Bloomberg GOVERNMENT","LEGISTORM","The New York Times","CQ ROLL CALL","HUFFPOST","Bloomberg BNA","The Washington Post",NA,NA,NA
"THOMSON REUTERS","thomson-reuters",2008,"2008-04-17",NA,NA,NA,"46,100","thomsonreuters.com",NA,"$11.3B","Toronto, Ontario","Public","2002-06-21","Y","NYSE","TRI","Bloomberg","S&P Global","Lex Machina","LexisNexis","McGRAW HILL FINANCIAL","PitchBook","DOW JONES","RELX Group",NA,NA,NA
"PitchBook","pitchbook-data",2007,NA,NA,"2016-10-14","morningstar","431","pitchbook.com","$13.8M","$46M","Seattle, Washington","Private",NA,"Morningstar, Inc.",NA,NA,"Tracxn","InsideView","DataFox","Owler","Dun & Bradstreet","ZoomInfo","DueDil","PrivCo",NA,NA,NA
"DOW JONES","dow-jones",1882,"1882-04-01",NA,"2007-12-13","newscorporation","4,374","dowjones.com",NA,"$1.6B","New York, New York","Private",NA,"News Corporation",NA,NA,"THOMSON REUTERS","Bloomberg","LexisNexis","PitchBook","S&P Global","Lex Machina","BUREAU VAN DIJK","McGRAW HILL FINANCIAL",NA,NA,NA
"Mergermarket","mergermarket",2000,NA,NA,NA,NA,"550","mergermarket.com",NA,"$35M","New York, New York","Private",NA,"Acuris",NA,NA,"Bloomberg","THOMSON REUTERS","Dealogic","S&P Global","The Deal","PitchBook","DOW JONES","Lex Machina",NA,NA,NA
"Preqin","preqin",2002,NA,NA,NA,NA,"353","preqin.com",NA,"$32.1M","New York, New York","Private",NA,"Y",NA,NA,"PitchBook","S&P Global","CB INSIGHTS","FACTSET","THOMSON REUTERS","Tracxn","DataFox","Owler",NA,NA,NA
"Tradeweb","tradeweb",1997,NA,NA,NA,NA,"850","tradeweb.com","$610.5M","$500M","New York, New York","Private",NA,"Thomson Reuters",NA,NA,"ALGOMI","TrueEX","MarketAxess","MTS","NEX","AIREX MARKET","OSIsoft","MOOG",NA,NA,NA
"RELX Group","reed-elsevier-plc",1984,NA,NA,NA,NA,"30,000","relx.com",NA,"$8.5B","London, England","Public","1999-04-01","Y","AMS","REN","Wolters Kluwer","THOMSON REUTERS","Bloomberg","UBM","Lex Machina","S&P Global","MITRATECH","SERENGETI",NA,NA,NA
"S&P Global","capital-iq",2010,NA,NA,NA,NA,"7,333","capitaliq.com",NA,"$669.2M","New York, New York","Private",NA,"S&P Global",NA,NA,"THOMSON REUTERS","PitchBook","Bloomberg","FACTSET","Preqin","Lex Machina","LexisNexis","McGRAW HILL FINANCIAL",NA,NA,NA
"Meredith","meredith",1902,NA,NA,"2015-09-08","media-general","3,500","meredith.com","$650M","$1.9B","Des Moines, Iowa","Public","2010-01-29","Time Inc.","FRA","MEZ","HEARST","GANNETT","The New York Times","McCLATCHY","News Corp","COX Media","ACBJ","SCRIPPS",NA,NA,NA
"AOL","aol",1985,"1985-05-24",NA,"2015-05-12","verizon","4,350","aol.com","$1B","$2.6B","New York, New York","Public","2009-12-10","Oath","NYSE","AOL","Google","IAC","VOX MEDIA","TAPAD","BuzzFeed","Microsoft","Apple","Box",NA,NA,"The first company that reached ""Google"""
"ENGAGED MEDIA, INC.","engaged-media-inc-",2008,NA,NA,NA,NA,"100","engagedmediamags.com",NA,"$15M","Dallas, Texas","Private",NA,"Y",NA,NA,"Televisa","GTxcel","DAVLER MEDIA","TV AZTECA","Issuu","PRODU","Hoffmann","Meredith",NA,NA,"No information on Crunchbase"
"BMJ","bmj-group",1840,"1840-10-03",NA,NA,NA,"447","bmj.com",NA,"$77.3M","London, England","Private",NA,"BMJ Publishing Group Ltd.",NA,NA,"Wolters Kluwer","ELSEVIER","WILEY","NEJM GROUP","McGraw Hill Education","Taylor & Francis Group","Wiley Blackwell","Pearson",NA,NA,NA
"BBC","bbc",1922,"1922-07-19",NA,NA,NA,"23,000","bbc.com",NA,"$5.2B","London, England","Private",NA,"Y",NA,NA,"ITV","CNN","News Corp","Sky","Channel 4","Channel 5","The Walt Disney Company","STV",NA,NA,NA
"MOODY'S","moodys-investors-service",1900,NA,NA,NA,NA,"12,000","moodys.com",NA,"$4.4B","New York, New York","Public","1998-07-02","Y","NYSE","MCO","Fitch Ratings","S&P Global","DBRS","MORNINGSTAR","McGRAW HILL FINANCIAL","FACTSET","Standard & Poor's","MSCI",NA,NA,NA
"Fitch Ratings","fitch-ratings",1913,"1913-12-24",NA,NA,NA,"3,251","fitchratings.com",NA,"$1.9B","London, England","Private",NA,"The Hearst Corporation",NA,NA,"MOODY'S","MORNINGSTAR","S&P Global","McGRAW HILL FINANCIAL","Standard & Poor's","DBRS","MSCI","FACTSET",NA,NA,NA
"Lex Machina","lex-machina",2009,NA,NA,"2015-11-23","lexisnexis","143","lexmachina.com","$10M","$5M","Menlo Park, California","Private",NA,"LexisNexis Group",NA,NA,"THOMSON REUTERS","RAVEL","Bloomberg","S&P Capital IQ","PREMONITION","McGRAW HILL FINANCIAL","ALT LEGAL","Manzama",NA,NA,NA
"UZABASE","uzabase",2008,"2008-04-01",NA,NA,NA,"63","uzabase.com","$4.5M","$1.2M","Minato-ku, Tokyo Prefecture","Private",NA,"Y","TYO","3966","McGRAW HILL FINANCIAL","NIKKEI","MOODY'S","THOMSON REUTERS","Fitch Ratings","S&P Global","MORNINGSTAR","DBRS",NA,NA,NA
"LexisNexis","lexisnexis",1973,NA,NA,"1994-10-05","reed-elsevier-plc","11,458","lexisnexis.com","$30M","$2.8B","New York, New York","Private",NA,"RELX Group plc",NA,NA,"THOMSON REUTERS","EQUIFAX","TLO","TransUnion","CoreLogic","Bloomberg","S&P Capital IQ","McGRAW HILL FINANCIAL",NA,NA,NA
"Broadridge","broadridge",1962,NA,NA,NA,NA,"10,000","broadridge.com",NA,"$7.3B","New Hyde Park, New York","Public","2007-03-30","Y","NYSE","BR","SS&C","SUNGARD","ISSUERDIRECT","MESSER FINANCIAL SOFTWARE","SS&C ADVENT","Fidessa","CALYPSO","MUREX",NA,NA,NA
"SS&C","ss-c-technologies",1986,NA,NA,"2005-07-27","carlyle-group","8,287","ssctech.com","$160.9M","$1.7B","Windsor, Connecticut","Public","2010-03-31","Carlyle Investment Management L.L.C.","NASDAQ","SSNC","SUNGARD","Broadridge","Charles River","Electra","CALYPSO","Fidessa","MUREX","OTHERLEVELS",NA,NA,NA
"SS&C ADVENT","advent-software",1983,NA,NA,"2015-02-02","ss-c-technologies","1,216","advent.com",NA,"$350.3M","San Francisco, California","Private",NA,"SS&C Technologies Holdings, Inc.","NASDAQ","ADVS","VANTAGE SOFTWARE","OBJECTWAY","ClearServe","VICHARA TECHNOLOGIES","Indus Valley Partners","INFORMATION MOSAIC","Electra","FundCount",NA,NA,NA
"Fidessa","fidessa",1981,NA,NA,NA,NA,"1,705","fidessa.com",NA,"$477.5M","London, England","Public","1999-01-15","ION Investment Group","LON","FDSA","Ullink","TRADING TECHNOLOGIES","SS&C ADVENT","NEX Traiana","InSync Analytics","InfoReach","Cactus Wellhead","Fixnetix",NA,NA,NA
"CALYPSO","calypso-technology",1997,NA,NA,"2016-04-19","summit-partners","973","calypso.com",NA,"$175.7M","San Francisco, California","Private",NA,"Y",NA,NA,"MUREX","SS&C ADVENT","OpenLink","Risk Focus","MISYS","SUNGARD","ION","DerivativePATH",NA,NA,NA
"MUREX","murex",1986,NA,NA,NA,NA,"2,051","murex.com",NA,"$484.6M","Paris, Île-de-France","Private",NA,"Y",NA,NA,"CALYPSO","SUNGARD","MISYS","SS&C ADVENT","OpenLink","Broadridge","SS&C","Fidessa",NA,NA,NA
"MISYS","misys",1979,NA,NA,"2017-06-14","finastra","4,785","http://turazglobal.com",NA,"$423.8M","London, England","Private",NA,"Vista Equity Partners",NA,NA,"CALYPSO","TEMENOS","MUREX","Risk Focus","Avaloq","D+H","RM","SS&C ADVENT",NA,NA,NA
"OpenLink","openlink",1992,NA,NA,"2018-02-02","ion-investment-group","1,200","openlink.com",NA,"$375M","Uniondale, New York","Private",NA,"ION Investment Group",NA,NA,"Eka","Allegro","DataGenic","ComplySci","STAR COMPLIANCE","Movius","ENERTIA SOFTWARE","GlobalView",NA,NA,NA
"NEWS AMERICA MARKETING","news-america-marketing",1988,NA,NA,NA,NA,"900","newsamerica.com",NA,"$400M","New York, New York","Private",NA,"Y",NA,NA,"Valassis","Insignia","Orlando Sentinel","Bright House Networks","News Corp","Ibotta","RetailMeNot","Vestcom",NA,NA,NA
"Insignia","insignia-systems",1990,NA,NA,NA,NA,"62","insigniasystems.com",NA,"$31.5M","Minneapolis, Minnesota","Public","1991-07-05","Y","NASDAQ","ISIG","NEWS AMERICA MARKETING","Valassis","Vestcom","Orlando Sentinel","News Corp","ITWAY","Invisipon","Inmar",NA,NA,NA
"Orlando Sentinel","orlando-sentinel",1876,NA,NA,NA,NA,"214","orlandosentinel.com",NA,"$8.7M","Orlando, Florida","Private",NA,"Y",NA,NA,"Valassis","Bright House Networks","NEWS AMERICA MARKETING","DISH","DIRECTV","CABLEVISION","Suddenlink","Verizon",NA,NA,NA
"Invisipon","invisipon",2012,"2012-04-01",NA,NA,NA,"44","invisipon.com",NA,"$4.8M","Gainesville, Georgia","Private",NA,"Y",NA,NA,"Valassis","CATALINA","YOU Technology","Cellfire","NEWS AMERICA MARKETING","Ibotta","RetailMeNot","Insignia",NA,NA,NA
"Inmar","inmar",1980,NA,NA,"2017-04-04","omers-private-equity","2,208","inmar.com",NA,"$330.9M","Winston Salem, North Carolina","Private",NA,"OMERS Private Markets",NA,NA,"EPIC","DataRx","Net-Rx","HighJump","Novasyte","ANALYTIC PARTNERS","IRi","NPD",NA,NA,NA
"Mspark","mspark",1988,NA,NA,NA,NA,"382","mspark.com",NA,"$175M","Helena, Alabama","Private",NA,"Court Square Capital Partners L.P.",NA,NA,"IMAGITAS","IWCO DIRECT","MUDLICK MAIL","DMN3","MCT","MITTERA","Kenscio","World Marketing",NA,NA,NA
"REVTRAX","revtrax",2008,NA,NA,NA,NA,"60","revtrax.com","$1.6M","$5M","New York, New York","Private",NA,"Y",NA,NA,"CodeBroker","KOUPON MEDIA","Mobeam","Eversight","Pikato","Ibotta","Quotient","Zinmobi",NA,NA,NA
"Sky","sky",1989,"1989-02-05",NA,"2016-12-09","21st-century-fox","31,000","sky.com",NA,"$15.8B","Isleworth, England","Public","2008-11-17","Twenty-first Century Fox, Inc.","LON","SKY","BT","ITV","STV","Orange","Deutsche Telekom","TIM","Virgin","UTV",NA,NA,NA
"Channel 4","channel-2",1980,NA,NA,NA,NA,"1,200","channel4.com",NA,"$760M","London, England","Private",NA,"Y",NA,NA,"Channel 5","STV","all3media international","Tiger Aspect","Sky","BT","UTV","ARCADIS",NA,NA,NA
"WAZEE DIGITAL","wazee-digital",2003,NA,NA,"2018-08-13","veritone","184","wazeedigital.com","$55.5M","$9.2M","Denver, Colorado","Private",NA,"Veritone, Inc.",NA,NA,"OOYALA","Brightcove","VUBIQUITY","Clearleap","YARE","ERICSSON","TVT","ITN",NA,NA,NA
"ITV","itv",1954,NA,NA,NA,NA,"4,257","itvplc.com",NA,"$4.1B","London, England","Public","2004-02-13","Y","LON","ITV","STV","BT","Sky","Orange","Deutsche Telekom","TIM","ARCADIS","JACOBS",NA,NA,NA
"BT","bt",1980,"1980-10-01",NA,NA,NA,"105,800","btplc.com","$68.8M","$33.3B","London, England","Public","2001-11-16","Y","LON","BT.A","Orange","Deutsche Telekom","TIM","1&1","Deutsche Glasfaser","Fuel Broadband","Electraline","Gigaclear",NA,NA,NA
"Channel 5","channel",1997,NA,NA,"2014-05-01","viacom","486","channel5.com",NA,"$446.7M","London, England","Private",NA,"Viacom Inc.",NA,NA,"all3media international","Channel 4","Tiger Aspect","STV","BBC Easy","FILMDOO","Dior","Just For Laughs",NA,NA,NA
